Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P0AB89	reviewed	PUR8_ECOLI	Adenylosuccinate lyase, ASL, EC 4.3.2.2 (Adenylosuccinase, ASase)	purB b1131 JW1117	Escherichia coli (strain K12)	456
P0AB91	reviewed	AROG_ECOLI	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive, EC 2.5.1.54 (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	aroG b0754 JW0737	Escherichia coli (strain K12)	350
P0AB98	reviewed	ATP6_ECOLI	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	atpB papD uncB b3738 JW3716	Escherichia coli (strain K12)	271
P0ABA4	reviewed	ATPD_ECOLI	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta, F-ATPase subunit delta)	atpH papE uncH b3735 JW3713	Escherichia coli (strain K12)	177
P0ABA6	reviewed	ATPG_ECOLI	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	atpG papC uncG b3733 JW3711	Escherichia coli (strain K12)	287
P0ABB0	reviewed	ATPA_ECOLI	ATP synthase subunit alpha, EC 7.1.2.2 (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA papA uncA b3734 JW3712	Escherichia coli (strain K12)	513
P0ABB4	reviewed	ATPB_ECOLI	ATP synthase subunit beta, EC 7.1.2.2 (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD papB uncD b3732 JW3710	Escherichia coli (strain K12)	460
P0ABB8	reviewed	ATMA_ECOLI	Magnesium-transporting ATPase, P-type 1, EC 7.2.2.14 (Mg(2+) transport ATPase, P-type 1)	mgtA corB mgt b4242 JW4201	Escherichia coli (strain K12)	898
P0ABC3	reviewed	HFLC_ECOLI	Modulator of FtsH protease HflC	hflC hflA b4175 JW4133	Escherichia coli (strain K12)	334
P0ABC7	reviewed	HFLK_ECOLI	Modulator of FtsH protease HflK	hflK hflA b4174 JW4132	Escherichia coli (strain K12)	419
P0ABD3	reviewed	BFR_ECOLI	Bacterioferritin, BFR, EC 1.16.3.1 (Cytochrome b-1) (Cytochrome b-557)	bfr b3336 JW3298	Escherichia coli (strain K12)	158
P0ABD5	reviewed	ACCA_ECOLI	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha, ACCase subunit alpha, Acetyl-CoA carboxylase carboxyltransferase subunit alpha, EC 2.1.3.15	accA b0185 JW0180	Escherichia coli (strain K12)	319
P0ABD8	reviewed	BCCP_ECOLI	Biotin carboxyl carrier protein of acetyl-CoA carboxylase, BCCP	accB fabE b3255 JW3223	Escherichia coli (strain K12)	156
P0ABE5	reviewed	C561_ECOLI	Cytochrome b561 (Cytochrome b-561)	cybB b1418 JW5224	Escherichia coli (strain K12)	176
P0ABF1	reviewed	PCNB_ECOLI	Poly(A) polymerase I, PAP I, EC 2.7.7.19 (Plasmid copy number protein)	pcnB b0143 JW5808	Escherichia coli (strain K12)	465
P0ABF6	reviewed	CDD_ECOLI	Cytidine deaminase, EC 3.5.4.5 (Cytidine aminohydrolase, CDA)	cdd b2143 JW2131	Escherichia coli (strain K12)	294
P0ABG4	reviewed	FTSW_ECOLI	Probable peptidoglycan glycosyltransferase FtsW, PGT, EC 2.4.1.129 (Cell division protein FtsW) (Cell wall polymerase) (Lipid II flippase FtsW) (Peptidoglycan polymerase, PG polymerase)	ftsW b0089 JW0087	Escherichia coli (strain K12)	414
P0ABG7	reviewed	RODA_ECOLI	Peptidoglycan glycosyltransferase MrdB, PGT, EC 2.4.1.129 (Cell elongation protein RodA) (Cell wall polymerase) (Peptidoglycan polymerase, PG polymerase) (Rod shape-determining protein)	mrdB rodA b0634 JW0629	Escherichia coli (strain K12)	370
P0ABH0	reviewed	FTSA_ECOLI	Cell division protein FtsA	ftsA divA b0094 JW0092	Escherichia coli (strain K12)	420
P0ABH7	reviewed	CISY_ECOLI	Citrate synthase, EC 2.3.3.16	gltA gluT icdB b0720 JW0710	Escherichia coli (strain K12)	427
P0ABH9	reviewed	CLPA_ECOLI	ATP-dependent Clp protease ATP-binding subunit ClpA	clpA lopD b0882 JW0866	Escherichia coli (strain K12)	758
P0ABI8	reviewed	CYOB_ECOLI	Cytochrome bo(3) ubiquinol oxidase subunit 1, EC 7.1.1.3 (Cytochrome b562-o complex subunit I) (Cytochrome o ubiquinol oxidase subunit 1, Cytochrome o subunit 1) (Oxidase bo(3) subunit 1) (Ubiquinol oxidase chain A) (Ubiquinol oxidase polypeptide I) (Ubiquinol oxidase subunit 1)	cyoB b0431 JW0421	Escherichia coli (strain K12)	663
P0ABJ1	reviewed	CYOA_ECOLI	Cytochrome bo(3) ubiquinol oxidase subunit 2 (Cytochrome b562-o complex subunit II) (Cytochrome o ubiquinol oxidase subunit 2, Cytochrome o subunit 2) (Oxidase bo(3) subunit 2) (Ubiquinol oxidase chain B) (Ubiquinol oxidase polypeptide II) (Ubiquinol oxidase subunit 2)	cyoA b0432 JW0422	Escherichia coli (strain K12)	315
P0ABJ3	reviewed	CYOC_ECOLI	Cytochrome bo(3) ubiquinol oxidase subunit 3 (Cytochrome o ubiquinol oxidase subunit 3, Cytochrome o subunit 3) (Oxidase bo(3) subunit 3) (Ubiquinol oxidase chain C) (Ubiquinol oxidase polypeptide III) (Ubiquinol oxidase subunit 3)	cyoC b0430 JW0420	Escherichia coli (strain K12)	204
P0ABJ6	reviewed	CYOD_ECOLI	Cytochrome bo(3) ubiquinol oxidase subunit 4 (Cytochrome o ubiquinol oxidase subunit 4, Cytochrome o subunit 4) (Oxidase bo(3) subunit 4) (Ubiquinol oxidase chain D) (Ubiquinol oxidase polypeptide IV) (Ubiquinol oxidase subunit 4)	cyoD b0429 JW0419	Escherichia coli (strain K12)	109
P0ABJ9	reviewed	CYDA_ECOLI	Cytochrome bd-I ubiquinol oxidase subunit 1, EC 7.1.1.7 (Cytochrome bd-I oxidase subunit I) (Cytochrome d ubiquinol oxidase subunit I)	cydA cyd-1 b0733 JW0722	Escherichia coli (strain K12)	522
P0ABK2	reviewed	CYDB_ECOLI	Cytochrome bd-I ubiquinol oxidase subunit 2, EC 7.1.1.7 (Cytochrome bd-I oxidase subunit II) (Cytochrome d ubiquinol oxidase subunit II)	cydB cyd-2 b0734 JW0723	Escherichia coli (strain K12)	379
P0ABK5	reviewed	CYSK_ECOLI	Cysteine synthase A, CSase A, EC 2.5.1.47 (O-acetylserine (thiol)-lyase A, OAS-TL A) (O-acetylserine sulfhydrylase A) (S-carboxymethylcysteine synthase, EC 4.5.1.5) (Sulfate starvation-induced protein 5, SSI5)	cysK cysZ b2414 JW2407	Escherichia coli (strain K12)	323
P0ABK9	reviewed	NRFA_ECOLI	Cytochrome c-552, EC 1.7.2.2 (Ammonia-forming cytochrome c nitrite reductase, Cytochrome c nitrite reductase)	nrfA b4070 JW4031	Escherichia coli (strain K12)	478
P0ABL3	reviewed	NAPB_ECOLI	Periplasmic nitrate reductase, electron transfer subunit (Diheme cytochrome c NapB)	napB yejY b2203 JW5367	Escherichia coli (strain K12)	149
P0ABM1	reviewed	CCMC_ECOLI	Heme exporter protein C (Cytochrome c-type biogenesis protein CcmC)	ccmC yejT yejU b2199 JW2187	Escherichia coli (strain K12)	245
P0ABN1	reviewed	KDGL_ECOLI	Diacylglycerol kinase, DAGK, EC 2.7.1.107 (Diglyceride kinase, DGK)	dgkA dgk b4042 JW4002	Escherichia coli (strain K12)	122
P0ABP8	reviewed	DEOD_ECOLI	Purine nucleoside phosphorylase DeoD-type, PNP, EC 2.4.2.1	deoD pup b4384 JW4347	Escherichia coli (strain K12)	239
P0ABQ0	reviewed	COABC_ECOLI	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase, PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase, PPC decarboxylase, PPC-DC, EC 4.1.1.36 (CoaC); Phosphopantothenate--cysteine ligase, EC 6.3.2.5 (CoaB) (Phosphopantothenoylcysteine synthetase, PPC synthetase, PPC-S) ]	coaBC dfp b3639 JW5642	Escherichia coli (strain K12)	406
P0ABQ4	reviewed	DYR_ECOLI	Dihydrofolate reductase, EC 1.5.1.3	folA tmrA b0048 JW0047	Escherichia coli (strain K12)	159
P0ABR9	reviewed	MHPB_ECOLI	2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase, EC 1.13.11.16 (3-carboxyethylcatechol 2,3-dioxygenase)	mhpB b0348 JW0339	Escherichia coli (strain K12)	314
P0ABS1	reviewed	DKSA_ECOLI	RNA polymerase-binding transcription factor DksA (DnaK suppressor protein)	dksA b0145 JW0141	Escherichia coli (strain K12)	151
P0ABS5	reviewed	DNAG_ECOLI	DNA primase, EC 2.7.7.101	dnaG dnaP parB b3066 JW3038	Escherichia coli (strain K12)	581
P0ABS8	reviewed	HOLE_ECOLI	DNA polymerase III subunit theta, EC 2.7.7.7	holE b1842 JW1831	Escherichia coli (strain K12)	76
P0ABT2	reviewed	DPS_ECOLI	DNA protection during starvation protein, EC 1.16.-.-	dps pexB vtm b0812 JW0797	Escherichia coli (strain K12)	167
P0ABU0	reviewed	MENB_ECOLI	1,4-dihydroxy-2-naphthoyl-CoA synthase, DHNA-CoA synthase, EC 4.1.3.36	menB b2262 JW2257	Escherichia coli (strain K12)	285
P0ABU2	reviewed	YCHF_ECOLI	Ribosome-binding ATPase YchF	ychF engD gtp1 b1203 JW1194	Escherichia coli (strain K12)	363
P0ABU7	reviewed	EXBB_ECOLI	Biopolymer transport protein ExbB	exbB b3006 JW2974	Escherichia coli (strain K12)	244
P0ABU9	reviewed	TOLQ_ECOLI	Tol-Pal system protein TolQ	tolQ fii b0737 JW0727	Escherichia coli (strain K12)	230
P0ABV2	reviewed	EXBD_ECOLI	Biopolymer transport protein ExbD	exbD b3005 JW2973	Escherichia coli (strain K12)	141
P0ABV6	reviewed	TOLR_ECOLI	Tol-Pal system protein TolR	tolR b0738 JW0728	Escherichia coli (strain K12)	142
P0ABZ1	reviewed	FLIG_ECOLI	Flagellar motor switch protein FliG	fliG fla AII.2 fla BII b1939 JW1923	Escherichia coli (strain K12)	331
P0ABZ6	reviewed	SURA_ECOLI	Chaperone SurA (Peptidyl-prolyl cis-trans isomerase SurA, PPIase SurA, EC 5.2.1.8) (Rotamase SurA) (Survival protein A)	surA b0053 JW0052	Escherichia coli (strain K12)	428
P0AC00	reviewed	FRLB_ECOLI	Fructoselysine 6-phosphate deglycase, EC 3.5.-.-	frlB yhfN b3371 JW5700	Escherichia coli (strain K12)	340
P0AC02	reviewed	BAMD_ECOLI	Outer membrane protein assembly factor BamD	bamD yfiO b2595 JW2577	Escherichia coli (strain K12)	245
P0AC13	reviewed	DHPS_ECOLI	Dihydropteroate synthase, DHPS, EC 2.5.1.15 (Dihydropteroate pyrophosphorylase)	folP dhpS b3177 JW3144	Escherichia coli (strain K12)	282
P0AC16	reviewed	FOLB_ECOLI	Dihydroneopterin aldolase, DHNA, EC 4.1.2.25 (7,8-dihydroneopterin 2'-epimerase) (7,8-dihydroneopterin aldolase) (7,8-dihydroneopterin epimerase, EC 5.1.99.8) (Dihydroneopterin epimerase)	folB ygiG b3058 JW3030	Escherichia coli (strain K12)	122
P0AC19	reviewed	FOLX_ECOLI	Dihydroneopterin triphosphate 2'-epimerase, EC 5.1.99.7 (D-erythro-7,8-dihydroneopterin triphosphate epimerase)	folX b2303 JW2300	Escherichia coli (strain K12)	120
P0AC30	reviewed	FTSX_ECOLI	Cell division protein FtsX	ftsX ftsS b3462 JW3427	Escherichia coli (strain K12)	352
P0AC33	reviewed	FUMA_ECOLI	Fumarate hydratase class I, aerobic, EC 4.2.1.2 (Fumarase A) (Oxaloacetate keto--enol-isomerase, OAAKE isomerase) (Oxaloacetate tautomerase, EC 5.3.2.2)	fumA b1612 JW1604	Escherichia coli (strain K12)	548
P0AC38	reviewed	ASPA_ECOLI	Aspartate ammonia-lyase, Aspartase, EC 4.3.1.1	aspA b4139 JW4099	Escherichia coli (strain K12)	478
P0AC41	reviewed	SDHA_ECOLI	Succinate dehydrogenase flavoprotein subunit, EC 1.3.5.1	sdhA b0723 JW0713	Escherichia coli (strain K12)	588
P0AC44	reviewed	DHSD_ECOLI	Succinate dehydrogenase hydrophobic membrane anchor subunit	sdhD b0722 JW0712	Escherichia coli (strain K12)	115
P0AC47	reviewed	FRDB_ECOLI	Fumarate reductase iron-sulfur subunit, EC 1.3.5.4 (Quinol-fumarate reductase iron-sulfur subunit, QFR iron-sulfur subunit)	frdB b4153 JW4114	Escherichia coli (strain K12)	244
P0AC53	reviewed	G6PD_ECOLI	Glucose-6-phosphate 1-dehydrogenase, G6PD, EC 1.1.1.49 [Cleaved into: Extracellular death factor, EDF ]	zwf b1852 JW1841	Escherichia coli (strain K12)	491
P0AC55	reviewed	GLNK_ECOLI	Nitrogen regulatory protein GlnK (Nitrogen regulatory protein P-II 2) (PII-like protein)	glnK ybaI b0450 JW0440	Escherichia coli (strain K12)	112
P0AC69	reviewed	GLRX4_ECOLI	Glutaredoxin 4, Grx4 (Monothiol glutaredoxin)	grxD ydhD b1654 JW1646	Escherichia coli (strain K12)	115
P0AC75	reviewed	KDTA_ECOLI	3-deoxy-D-manno-octulosonic acid transferase, Kdo transferase, EC 2.4.99.12, EC 2.4.99.13 (Bifunctional Kdo transferase) (Kdo-lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase) (Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase)	waaA kdtA b3633 JW3608	Escherichia coli (strain K12)	425
P0AC78	reviewed	WECA_ECOLI	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase, EC 2.7.8.33 (UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase) (Undecaprenyl-phosphate GlcNAc-1-phosphate transferase)	wecA rfe b3784 JW3758	Escherichia coli (strain K12)	367
P0AC81	reviewed	LGUL_ECOLI	Lactoylglutathione lyase, EC 4.4.1.5 (Aldoketomutase) (Glyoxalase I, Glx I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase)	gloA b1651 JW1643	Escherichia coli (strain K12)	135
P0AC84	reviewed	GLO2_ECOLI	Hydroxyacylglutathione hydrolase GloB, EC 3.1.2.6 (Glyoxalase II, Glx II)	gloB yafR b0212 JW0202	Escherichia coli (strain K12)	251
P0AC88	reviewed	GM4D_ECOLI	GDP-mannose 4,6-dehydratase, EC 4.2.1.47 (GDP-D-mannose dehydratase)	gmd yefA yefN b2053 JW2038	Escherichia coli (strain K12)	373
P0AC98	reviewed	SATP_ECOLI	Succinate-acetate/proton symporter SatP (Succinate-acetate transporter protein)	satP yaaH b0010 JW0009	Escherichia coli (strain K12)	188
P0ACA7	reviewed	GSTB_ECOLI	Glutathione S-transferase GstB, EC 2.5.1.18	gstB yliJ b0838 JW0822	Escherichia coli (strain K12)	208
P0ACB0	reviewed	DNAB_ECOLI	Replicative DNA helicase, EC 3.6.4.12	dnaB groP grpA b4052 JW4012	Escherichia coli (strain K12)	471
P0ACB2	reviewed	HEM2_ECOLI	Delta-aminolevulinic acid dehydratase, ALAD, ALADH, EC 4.2.1.24 (Porphobilinogen synthase)	hemB ncf b0369 JW0361	Escherichia coli (strain K12)	324
P0ACB4	reviewed	HEMG_ECOLI	Protoporphyrinogen IX dehydrogenase [quinone], EC 1.3.5.3 (Protoporphyrinogen IX dehydrogenase [menaquinone]) (Protoporphyrinogen IX dehydrogenase [ubiquinone]) (Protoporphyrinogen oxidase, PPO)	hemG yihB b3850 JW3827	Escherichia coli (strain K12)	181
P0ACC1	reviewed	PRMC_ECOLI	Release factor glutamine methyltransferase, RF MTase, EC 2.1.1.297 (M.EcoKHemKP) (N5-glutamine methyltransferase PrmC) (Protein release factor methylation C) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC)	prmC hemK b1212 JW1203	Escherichia coli (strain K12)	277
P0ACC3	reviewed	ERPA_ECOLI	Iron-sulfur cluster insertion protein ErpA	erpA yadR b0156 JW0152	Escherichia coli (strain K12)	114
P0ACC7	reviewed	GLMU_ECOLI	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase, EC 2.7.7.23 (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase, EC 2.3.1.157 ]	glmU yieA b3730 JW3708	Escherichia coli (strain K12)	456
P0ACD4	reviewed	ISCU_ECOLI	Iron-sulfur cluster assembly scaffold protein IscU (Sulfur acceptor protein IscU)	iscU nifU yfhN b2529 JW2513	Escherichia coli (strain K12)	128
P0ACD8	reviewed	MBHL_ECOLI	Hydrogenase-1 large chain, HYD1, EC 1.12.99.6 (Membrane-bound hydrogenase 1 large subunit) (NiFe hydrogenase)	hyaB b0973 JW0955	Escherichia coli (strain K12)	597
P0ACE0	reviewed	MBHM_ECOLI	Hydrogenase-2 large chain, HYD2, EC 1.12.99.6 (Membrane-bound hydrogenase 2 large subunit) (NiFe hydrogenase)	hybC b2994 JW2962	Escherichia coli (strain K12)	567
P0ACE3	reviewed	HHA_ECOLI	Hemolysin expression-modulating protein Hha	hha b0460 JW0449	Escherichia coli (strain K12)	72
P0ACE7	reviewed	HINT_ECOLI	Purine nucleoside phosphoramidase, EC 3.9.1.- (Histidine triad nucleotide binding protein HinT, HIT protein)	hinT ycfF b1103 JW1089	Escherichia coli (strain K12)	119
P0ACF0	reviewed	DBHA_ECOLI	DNA-binding protein HU-alpha (HU-2) (NS2)	hupA b4000 JW3964	Escherichia coli (strain K12)	90
P0ACF4	reviewed	DBHB_ECOLI	DNA-binding protein HU-beta (HU-1) (NS1)	hupB hopD b0440 JW0430	Escherichia coli (strain K12)	90
P0ACF8	reviewed	HNS_ECOLI	DNA-binding protein H-NS (Heat-stable nucleoid-structuring protein) (Histone-like protein HLP-II) (Protein B1) (Protein H1)	hns bglY cur drdX hnsA msyA osmZ pilG topS b1237 JW1225	Escherichia coli (strain K12)	137
P0ACG1	reviewed	STPA_ECOLI	DNA-binding protein StpA (H-NS homolog StpA)	stpA hnsB b2669 JW2644	Escherichia coli (strain K12)	134
P0ACG8	reviewed	HSLR_ECOLI	Heat shock protein 15, HSP15	hslR yrfH b3400 JW3363	Escherichia coli (strain K12)	133
P0ACJ0	reviewed	LRP_ECOLI	Leucine-responsive regulatory protein	lrp alsB ihb livR oppI b0889 JW0872	Escherichia coli (strain K12)	164
P0ACJ8	reviewed	CRP_ECOLI	cAMP-activated global transcriptional regulator CRP (Catabolite activator protein, CAP) (Catabolite gene activator) (cAMP receptor protein, CRP) (cAMP regulatory protein)	crp cap csm b3357 JW5702	Escherichia coli (strain K12)	210
P0ACN4	reviewed	ALLR_ECOLI	HTH-type transcriptional repressor AllR (Negative regulator of allantoin and glyoxylate utilization operons)	allR glxA3 ybbU b0506 JW0494	Escherichia coli (strain K12)	271
P0ACP7	reviewed	PURR_ECOLI	HTH-type transcriptional repressor PurR (Pur regulon repressor) (Purine nucleotide synthesis repressor)	purR b1658 JW1650	Escherichia coli (strain K12)	341
P0ACQ4	reviewed	OXYR_ECOLI	Hydrogen peroxide-inducible genes activator (Morphology and auto-aggregation control protein)	oxyR momR mor b3961 JW3933	Escherichia coli (strain K12)	305
P0ACV0	reviewed	LPXL_ECOLI	Lipid A biosynthesis lauroyltransferase, EC 2.3.1.241 (Kdo(2)-lipid IV(A) lauroyltransferase)	lpxL htrB waaM b1054 JW1041	Escherichia coli (strain K12)	306
P0ACV6	reviewed	MPAA_ECOLI	Murein peptide amidase A, EC 3.4.17.- (Gamma-D-Glu-Dap amidase) (Zinc metallocarboxypeptidase MpaA)	mpaA ycjI b1326 JW1319	Escherichia coli (strain K12)	242
P0ACZ8	reviewed	CUSR_ECOLI	Transcriptional regulatory protein CusR	cusR ylcA b0571 JW0560	Escherichia coli (strain K12)	227
P0AD14	reviewed	BTSS_ECOLI	Sensor histidine kinase BtsS, EC 2.7.13.3	btsS yehU b2126 JW5353	Escherichia coli (strain K12)	561
P0AD49	reviewed	YFIA_ECOLI	Ribosome-associated inhibitor A (Protein Y, pY) (Ribosome associated factor Y) (Spot Y)	raiA yfiA b2597 JW2578	Escherichia coli (strain K12)	113
P0AD57	reviewed	ISPB_ECOLI	Octaprenyl diphosphate synthase, EC 2.5.1.90 (All-trans-octaprenyl-diphosphate synthase) (Octaprenyl pyrophosphate synthase, OPP synthase)	ispB cel yhbD b3187 JW3154	Escherichia coli (strain K12)	323
P0AD59	reviewed	IVY_ECOLI	Inhibitor of vertebrate lysozyme	ivy ykfE b0220 JW0210	Escherichia coli (strain K12)	157
P0AD61	reviewed	KPYK1_ECOLI	Pyruvate kinase I, EC 2.7.1.40 (PK-1)	pykF b1676 JW1666	Escherichia coli (strain K12)	470
P0AD65	reviewed	MRDA_ECOLI	Peptidoglycan D,D-transpeptidase MrdA, EC 3.4.16.4 (Penicillin-binding protein 2, PBP-2)	mrdA pbpA b0635 JW0630	Escherichia coli (strain K12)	633
P0AD68	reviewed	FTSI_ECOLI	Peptidoglycan D,D-transpeptidase FtsI, EC 3.4.16.4 (Essential cell division protein FtsI) (Murein transpeptidase) (Penicillin-binding protein 3, PBP-3) (Peptidoglycan synthase FtsI)	ftsI pbpB b0084 JW0082	Escherichia coli (strain K12)	588
P0AD70	reviewed	AMPH_ECOLI	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH, EC 3.4.-.- (DD-alanine-endopeptidase) (DD-carboxypeptidase) (Penicillin-binding protein AmpH)	ampH yaiH b0376 JW5052	Escherichia coli (strain K12)	385
P0AD96	reviewed	LIVJ_ECOLI	Leu/Ile/Val-binding protein, LIV-BP	livJ b3460 JW3425	Escherichia coli (strain K12)	367
P0ADA1	reviewed	TESA_ECOLI	Thioesterase 1/protease 1/lysophospholipase L1, TAP (Acyl-CoA thioesterase 1, TESA, EC 3.1.2.2) (Acyl-CoA thioesterase I) (Arylesterase, EC 3.1.1.2) (Lysophospholipase L1, EC 3.1.1.5) (Oleoyl-[acyl-carrier-protein] hydrolase, EC 3.1.2.14) (Phospholipid degradation C, Pldc) (Protease 1, EC 3.4.21.-) (Protease I) (Thioesterase I/protease I, TEP-I)	tesA apeA pldC b0494 JW0483	Escherichia coli (strain K12)	208
P0ADA3	reviewed	NLPD_ECOLI	Murein hydrolase activator NlpD	nlpD b2742 JW2712	Escherichia coli (strain K12)	379
P0ADC1	reviewed	LPTE_ECOLI	LPS-assembly lipoprotein LptE (Rare lipoprotein B)	lptE rlpB b0641 JW0636	Escherichia coli (strain K12)	193
P0ADC6	reviewed	LPTG_ECOLI	Lipopolysaccharide export system permease protein LptG	lptG yjgQ b4262 JW5760	Escherichia coli (strain K12)	360
P0ADE4	reviewed	TAMA_ECOLI	Translocation and assembly module subunit TamA (Autotransporter assembly factor TamA)	tamA yftM ytfM b4220 JW4179	Escherichia coli (strain K12)	577
P0ADF6	reviewed	EDD_ECOLI	Phosphogluconate dehydratase, EC 4.2.1.12 (6-phosphogluconate dehydratase) (Entner-Doudoroff dehydrase)	edd b1851 JW1840	Escherichia coli (strain K12)	603
P0ADG4	reviewed	SUHB_ECOLI	Nus factor SuhB (Inositol-1-monophosphatase, I-1-Pase, IMPase, Inositol-1-phosphatase, EC 3.1.3.25)	suhB ssyA b2533 JW2517	Escherichia coli (strain K12)	267
P0ADG7	reviewed	IMDH_ECOLI	Inosine-5'-monophosphate dehydrogenase, IMP dehydrogenase, IMPD, IMPDH, EC 1.1.1.205	guaB guaR b2508 JW5401	Escherichia coli (strain K12)	488
P0ADI4	reviewed	ENTB_ECOLI	Enterobactin synthase component B, EC 6.3.2.14 (Enterobactin biosynthesis bifunctional protein EntB) (Enterochelin synthase B) [Includes: Isochorismatase, EC 3.3.2.1 (2,3-dihydro-2,3-dihydroxybenzoate synthase) (Isochorismate lyase); Aryl carrier protein, ArCP ]	entB entG b0595 JW0587	Escherichia coli (strain K12)	285
P0ADL1	reviewed	NEPI_ECOLI	Purine ribonucleoside efflux pump NepI (Nucleoside efflux permease-inosine)	nepI yicM b3662 JW5938	Escherichia coli (strain K12)	396
P0ADP0	reviewed	YIGB_ECOLI	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, EC 3.1.3.104	yigB b3812 JW3785	Escherichia coli (strain K12)	238
P0ADR8	reviewed	PPNN_ECOLI	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase, EC 3.2.2.-, EC 3.2.2.10 (AMP nucleosidase, EC 3.2.2.4) (CMP nucleosidase) (GMP nucleosidase) (IMP nucleosidase) (UMP nucleosidase) (dTMP nucleosidase)	ppnN ygdH b2795 JW2766	Escherichia coli (strain K12)	454
P0ADS2	reviewed	ZAPA_ECOLI	Cell division protein ZapA (Z ring-associated protein ZapA)	zapA ygfE b2910 JW2878	Escherichia coli (strain K12)	109
P0ADV1	reviewed	LPTA_ECOLI	Lipopolysaccharide export system protein LptA	lptA yhbN b3200 JW3167	Escherichia coli (strain K12)	185
P0ADV9	reviewed	LPTC_ECOLI	Lipopolysaccharide export system protein LptC	lptC yrbK b3199 JW3166	Escherichia coli (strain K12)	191
